INFO: [2021-02-05 23:03:40] genewalk.resources - Using /Users/yizhouyu/genewalk/resources as resource folder.
WARNING: [2021-02-05 23:03:41] genewalk.gene_lists - Could not get HGNC name for ID "","HGNCID"
INFO: [2021-02-06 03:13:16] genewalk.deepwalk - Walks for 11900/44205 nodes complete in 206.17s
INFO: [2021-02-06 03:13:16] genewalk.deepwalk - Walks for 12000/44205 nodes complete in 206.94s
INFO: [2021-02-06 03:13:17] genewalk.deepwalk - Walks for 12100/44205 nodes complete in 207.59s
INFO: [2021-02-06 03:13:18] genewalk.deepwalk - Walks for 12200/44205 nodes complete in 208.18s
INFO: [2021-02-06 03:13:18] genewalk.deepwalk - Walks for 12300/44205 nodes complete in 208.75s
INFO: [2021-02-06 03:13:19] genewalk.deepwalk - Walks for 12400/44205 nodes complete in 209.32s
INFO: [2021-02-06 03:13:19] genewalk.deepwalk - Walks for 12500/44205 nodes complete in 209.89s
INFO: [2021-02-06 03:13:20] genewalk.deepwalk - Walks for 12600/44205 nodes complete in 210.46s
INFO: [2021-02-06 03:13:20] genewalk.deepwalk - Walks for 12700/44205 nodes complete in 211.03s
INFO: [2021-02-06 03:13:21] genewalk.deepwalk - Walks for 12800/44205 nodes complete in 211.61s
INFO: [2021-02-06 03:13:22] genewalk.deepwalk - Walks for 12900/44205 nodes complete in 212.20s
INFO: [2021-02-06 03:13:22] genewalk.deepwalk - Walks for 13000/44205 nodes complete in 212.77s
INFO: [2021-02-06 03:13:23] genewalk.deepwalk - Walks for 13100/44205 nodes complete in 213.34s
INFO: [2021-02-06 03:13:23] genewalk.deepwalk - Walks for 13200/44205 nodes complete in 213.92s
INFO: [2021-02-06 03:13:24] genewalk.deepwalk - Walks for 13300/44205 nodes complete in 214.52s
INFO: [2021-02-06 03:13:25] genewalk.deepwalk - Walks for 13400/44205 nodes complete in 215.10s
INFO: [2021-02-06 03:13:25] genewalk.deepwalk - Walks for 13500/44205 nodes complete in 215.68s
INFO: [2021-02-06 03:13:26] genewalk.deepwalk - Walks for 13600/44205 nodes complete in 216.25s
INFO: [2021-02-06 03:13:26] genewalk.deepwalk - Walks for 13700/44205 nodes complete in 216.82s
INFO: [2021-02-06 03:13:27] genewalk.deepwalk - Walks for 13800/44205 nodes complete in 217.40s
INFO: [2021-02-06 03:13:27] genewalk.deepwalk - Walks for 13900/44205 nodes complete in 217.97s
INFO: [2021-02-06 03:13:28] genewalk.deepwalk - Walks for 14000/44205 nodes complete in 218.53s
INFO: [2021-02-06 03:13:29] genewalk.deepwalk - Walks for 14100/44205 nodes complete in 219.11s
INFO: [2021-02-06 03:13:29] genewalk.deepwalk - Walks for 14200/44205 nodes complete in 219.69s
INFO: [2021-02-06 03:13:30] genewalk.deepwalk - Walks for 14300/44205 nodes complete in 220.26s
INFO: [2021-02-06 03:13:30] genewalk.deepwalk - Walks for 14400/44205 nodes complete in 220.83s
INFO: [2021-02-06 03:13:31] genewalk.deepwalk - Walks for 14500/44205 nodes complete in 221.41s
INFO: [2021-02-06 03:13:31] genewalk.deepwalk - Walks for 14600/44205 nodes complete in 221.99s
INFO: [2021-02-06 03:13:32] genewalk.deepwalk - Walks for 14700/44205 nodes complete in 222.57s
INFO: [2021-02-06 03:13:33] genewalk.deepwalk - Walks for 14800/44205 nodes complete in 223.14s
INFO: [2021-02-06 03:13:33] genewalk.deepwalk - Walks for 14900/44205 nodes complete in 223.72s
INFO: [2021-02-06 03:13:34] genewalk.deepwalk - Walks for 15000/44205 nodes complete in 224.31s
INFO: [2021-02-06 03:13:36] genewalk.deepwalk - Walks for 15100/44205 nodes complete in 226.25s
INFO: [2021-02-06 03:13:36] genewalk.deepwalk - Walks for 15200/44205 nodes complete in 226.83s
INFO: [2021-02-06 03:13:37] genewalk.deepwalk - Walks for 15300/44205 nodes complete in 227.41s
INFO: [2021-02-06 03:13:37] genewalk.deepwalk - Walks for 15400/44205 nodes complete in 227.98s
INFO: [2021-02-06 03:13:38] genewalk.deepwalk - Walks for 15500/44205 nodes complete in 228.56s
INFO: [2021-02-06 03:13:39] genewalk.deepwalk - Walks for 15600/44205 nodes complete in 229.14s
INFO: [2021-02-06 03:13:39] genewalk.deepwalk - Walks for 15700/44205 nodes complete in 229.71s
INFO: [2021-02-06 03:13:40] genewalk.deepwalk - Walks for 15800/44205 nodes complete in 230.29s
INFO: [2021-02-06 03:13:40] genewalk.deepwalk - Walks for 15900/44205 nodes complete in 230.86s
INFO: [2021-02-06 03:13:41] genewalk.deepwalk - Walks for 16000/44205 nodes complete in 231.43s
INFO: [2021-02-06 03:13:41] genewalk.deepwalk - Walks for 16100/44205 nodes complete in 232.00s
INFO: [2021-02-06 03:13:42] genewalk.deepwalk - Walks for 16200/44205 nodes complete in 232.57s
INFO: [2021-02-06 03:13:43] genewalk.deepwalk - Walks for 16300/44205 nodes complete in 233.15s
INFO: [2021-02-06 03:13:43] genewalk.deepwalk - Walks for 16400/44205 nodes complete in 233.73s
INFO: [2021-02-06 03:13:44] genewalk.deepwalk - Walks for 16500/44205 nodes complete in 234.30s
INFO: [2021-02-06 03:13:44] genewalk.deepwalk - Walks for 16600/44205 nodes complete in 234.87s
INFO: [2021-02-06 03:13:45] genewalk.deepwalk - Walks for 16700/44205 nodes complete in 235.47s
INFO: [2021-02-06 03:13:46] genewalk.deepwalk - Walks for 16800/44205 nodes complete in 236.05s
INFO: [2021-02-06 03:13:46] genewalk.deepwalk - Walks for 16900/44205 nodes complete in 236.63s
INFO: [2021-02-06 03:13:47] genewalk.deepwalk - Walks for 17000/44205 nodes complete in 237.20s
INFO: [2021-02-06 03:13:47] genewalk.deepwalk - Walks for 17100/44205 nodes complete in 237.79s
INFO: [2021-02-06 03:13:48] genewalk.deepwalk - Walks for 17200/44205 nodes complete in 238.36s
INFO: [2021-02-06 03:13:48] genewalk.deepwalk - Walks for 17300/44205 nodes complete in 238.93s
INFO: [2021-02-06 03:13:49] genewalk.deepwalk - Walks for 17400/44205 nodes complete in 239.50s
INFO: [2021-02-06 03:13:50] genewalk.deepwalk - Walks for 17500/44205 nodes complete in 240.08s
INFO: [2021-02-06 03:13:50] genewalk.deepwalk - Walks for 17600/44205 nodes complete in 240.65s
INFO: [2021-02-06 03:13:51] genewalk.deepwalk - Walks for 17700/44205 nodes complete in 241.23s
INFO: [2021-02-06 03:13:51] genewalk.deepwalk - Walks for 17800/44205 nodes complete in 241.80s
INFO: [2021-02-06 03:13:52] genewalk.deepwalk - Walks for 17900/44205 nodes complete in 242.37s
INFO: [2021-02-06 03:13:52] genewalk.deepwalk - Walks for 18000/44205 nodes complete in 242.94s
INFO: [2021-02-06 03:13:53] genewalk.deepwalk - Walks for 18100/44205 nodes complete in 243.52s
INFO: [2021-02-06 03:13:54] genewalk.deepwalk - Walks for 18200/44205 nodes complete in 244.09s
INFO: [2021-02-06 03:13:54] genewalk.deepwalk - Walks for 18300/44205 nodes complete in 244.66s
INFO: [2021-02-06 03:13:55] genewalk.deepwalk - Walks for 18400/44205 nodes complete in 245.23s
INFO: [2021-02-06 03:13:55] genewalk.deepwalk - Walks for 18500/44205 nodes complete in 245.82s
INFO: [2021-02-06 03:13:56] genewalk.deepwalk - Walks for 18600/44205 nodes complete in 246.42s
INFO: [2021-02-06 03:13:56] genewalk.deepwalk - Walks for 18700/44205 nodes complete in 247.00s
INFO: [2021-02-06 03:13:57] genewalk.deepwalk - Walks for 18800/44205 nodes complete in 247.49s
INFO: [2021-02-06 03:13:57] genewalk.deepwalk - Walks for 18900/44205 nodes complete in 247.88s
INFO: [2021-02-06 03:13:58] genewalk.deepwalk - Walks for 19000/44205 nodes complete in 248.26s
INFO: [2021-02-06 03:13:58] genewalk.deepwalk - Walks for 19100/44205 nodes complete in 248.65s
INFO: [2021-02-06 03:13:58] genewalk.deepwalk - Walks for 19200/44205 nodes complete in 249.03s
INFO: [2021-02-06 03:13:59] genewalk.deepwalk - Walks for 19300/44205 nodes complete in 249.41s
INFO: [2021-02-06 03:13:59] genewalk.deepwalk - Walks for 19400/44205 nodes complete in 249.79s
INFO: [2021-02-06 03:14:00] genewalk.deepwalk - Walks for 19500/44205 nodes complete in 250.18s
INFO: [2021-02-06 03:14:00] genewalk.deepwalk - Walks for 19600/44205 nodes complete in 250.56s
INFO: [2021-02-06 03:14:00] genewalk.deepwalk - Walks for 19700/44205 nodes complete in 250.95s
INFO: [2021-02-06 03:14:01] genewalk.deepwalk - Walks for 19800/44205 nodes complete in 251.33s
INFO: [2021-02-06 03:14:01] genewalk.deepwalk - Walks for 19900/44205 nodes complete in 251.71s
INFO: [2021-02-06 03:14:02] genewalk.deepwalk - Walks for 20000/44205 nodes complete in 252.10s
INFO: [2021-02-06 03:14:02] genewalk.deepwalk - Walks for 20100/44205 nodes complete in 252.48s
INFO: [2021-02-06 03:14:02] genewalk.deepwalk - Walks for 20200/44205 nodes complete in 252.86s
INFO: [2021-02-06 03:14:03] genewalk.deepwalk - Walks for 20300/44205 nodes complete in 253.24s
INFO: [2021-02-06 03:14:03] genewalk.deepwalk - Walks for 20400/44205 nodes complete in 253.63s
INFO: [2021-02-06 03:14:03] genewalk.deepwalk - Walks for 20500/44205 nodes complete in 254.01s
INFO: [2021-02-06 03:14:04] genewalk.deepwalk - Walks for 20600/44205 nodes complete in 254.40s
INFO: [2021-02-06 03:14:04] genewalk.deepwalk - Walks for 20700/44205 nodes complete in 254.91s
INFO: [2021-02-06 03:14:05] genewalk.deepwalk - Walks for 20800/44205 nodes complete in 255.31s
INFO: [2021-02-06 03:14:05] genewalk.deepwalk - Walks for 20900/44205 nodes complete in 255.70s
INFO: [2021-02-06 03:14:06] genewalk.deepwalk - Walks for 21000/44205 nodes complete in 256.08s
INFO: [2021-02-06 03:14:06] genewalk.deepwalk - Walks for 21100/44205 nodes complete in 256.49s
INFO: [2021-02-06 03:14:06] genewalk.deepwalk - Walks for 21200/44205 nodes complete in 256.88s
INFO: [2021-02-06 03:14:07] genewalk.deepwalk - Walks for 21300/44205 nodes complete in 257.26s
INFO: [2021-02-06 03:14:07] genewalk.deepwalk - Walks for 21400/44205 nodes complete in 257.65s
INFO: [2021-02-06 03:14:07] genewalk.deepwalk - Walks for 21500/44205 nodes complete in 258.03s
INFO: [2021-02-06 03:14:08] genewalk.deepwalk - Walks for 21600/44205 nodes complete in 258.42s
INFO: [2021-02-06 03:14:08] genewalk.deepwalk - Walks for 21700/44205 nodes complete in 258.80s
INFO: [2021-02-06 03:14:09] genewalk.deepwalk - Walks for 21800/44205 nodes complete in 259.17s
INFO: [2021-02-06 03:14:09] genewalk.deepwalk - Walks for 21900/44205 nodes complete in 259.56s
INFO: [2021-02-06 03:14:09] genewalk.deepwalk - Walks for 22000/44205 nodes complete in 259.94s
INFO: [2021-02-06 03:14:10] genewalk.deepwalk - Walks for 22100/44205 nodes complete in 260.32s
INFO: [2021-02-06 03:14:10] genewalk.deepwalk - Walks for 22200/44205 nodes complete in 260.71s
INFO: [2021-02-06 03:14:11] genewalk.deepwalk - Walks for 22300/44205 nodes complete in 261.09s
INFO: [2021-02-06 03:14:11] genewalk.deepwalk - Walks for 22400/44205 nodes complete in 261.47s
INFO: [2021-02-06 03:14:11] genewalk.deepwalk - Walks for 22500/44205 nodes complete in 261.85s
INFO: [2021-02-06 03:14:12] genewalk.deepwalk - Walks for 22600/44205 nodes complete in 262.24s
INFO: [2021-02-06 03:14:12] genewalk.deepwalk - Walks for 22700/44205 nodes complete in 262.62s
INFO: [2021-02-06 03:14:12] genewalk.deepwalk - Walks for 22800/44205 nodes complete in 263.00s
INFO: [2021-02-06 03:14:13] genewalk.deepwalk - Walks for 22900/44205 nodes complete in 263.38s
INFO: [2021-02-06 03:14:13] genewalk.deepwalk - Walks for 23000/44205 nodes complete in 263.76s
INFO: [2021-02-06 03:14:14] genewalk.deepwalk - Walks for 23100/44205 nodes complete in 264.15s
INFO: [2021-02-06 03:14:14] genewalk.deepwalk - Walks for 23200/44205 nodes complete in 264.54s
INFO: [2021-02-06 03:14:14] genewalk.deepwalk - Walks for 23300/44205 nodes complete in 264.93s
INFO: [2021-02-06 03:14:15] genewalk.deepwalk - Walks for 23400/44205 nodes complete in 265.31s
INFO: [2021-02-06 03:14:15] genewalk.deepwalk - Walks for 23500/44205 nodes complete in 265.70s
INFO: [2021-02-06 03:14:16] genewalk.deepwalk - Walks for 23600/44205 nodes complete in 266.08s
INFO: [2021-02-06 03:14:16] genewalk.deepwalk - Walks for 23700/44205 nodes complete in 266.47s
INFO: [2021-02-06 03:14:16] genewalk.deepwalk - Walks for 23800/44205 nodes complete in 266.85s
INFO: [2021-02-06 03:14:17] genewalk.deepwalk - Walks for 23900/44205 nodes complete in 267.26s
INFO: [2021-02-06 03:14:17] genewalk.deepwalk - Walks for 24000/44205 nodes complete in 267.64s
INFO: [2021-02-06 03:14:17] genewalk.deepwalk - Walks for 24100/44205 nodes complete in 268.03s
INFO: [2021-02-06 03:14:18] genewalk.deepwalk - Walks for 24200/44205 nodes complete in 268.41s
INFO: [2021-02-06 03:14:18] genewalk.deepwalk - Walks for 24300/44205 nodes complete in 268.79s
INFO: [2021-02-06 03:14:19] genewalk.deepwalk - Walks for 24400/44205 nodes complete in 269.17s
INFO: [2021-02-06 03:14:19] genewalk.deepwalk - Walks for 24500/44205 nodes complete in 269.56s
INFO: [2021-02-06 03:14:19] genewalk.deepwalk - Walks for 24600/44205 nodes complete in 269.96s
INFO: [2021-02-06 03:14:20] genewalk.deepwalk - Walks for 24700/44205 nodes complete in 270.34s
INFO: [2021-02-06 03:14:20] genewalk.deepwalk - Walks for 24800/44205 nodes complete in 270.72s
INFO: [2021-02-06 03:14:21] genewalk.deepwalk - Walks for 24900/44205 nodes complete in 271.10s
INFO: [2021-02-06 03:14:21] genewalk.deepwalk - Walks for 25000/44205 nodes complete in 271.49s
INFO: [2021-02-06 03:14:21] genewalk.deepwalk - Walks for 25100/44205 nodes complete in 271.89s
INFO: [2021-02-06 03:14:22] genewalk.deepwalk - Walks for 25200/44205 nodes complete in 272.28s
INFO: [2021-02-06 03:14:22] genewalk.deepwalk - Walks for 25300/44205 nodes complete in 272.66s
INFO: [2021-02-06 03:14:23] genewalk.deepwalk - Walks for 25400/44205 nodes complete in 273.05s
INFO: [2021-02-06 03:14:23] genewalk.deepwalk - Walks for 25500/44205 nodes complete in 273.43s
INFO: [2021-02-06 03:14:23] genewalk.deepwalk - Walks for 25600/44205 nodes complete in 273.82s
INFO: [2021-02-06 03:14:24] genewalk.deepwalk - Walks for 25700/44205 nodes complete in 274.21s
INFO: [2021-02-06 03:14:24] genewalk.deepwalk - Walks for 25800/44205 nodes complete in 274.59s
INFO: [2021-02-06 03:14:24] genewalk.deepwalk - Walks for 25900/44205 nodes complete in 274.97s
INFO: [2021-02-06 03:14:25] genewalk.deepwalk - Walks for 26000/44205 nodes complete in 275.36s
INFO: [2021-02-06 03:14:25] genewalk.deepwalk - Walks for 26100/44205 nodes complete in 275.74s
INFO: [2021-02-06 03:14:26] genewalk.deepwalk - Walks for 26200/44205 nodes complete in 276.12s
INFO: [2021-02-06 03:14:26] genewalk.deepwalk - Walks for 26300/44205 nodes complete in 276.51s
INFO: [2021-02-06 03:14:26] genewalk.deepwalk - Walks for 26400/44205 nodes complete in 276.90s
INFO: [2021-02-06 03:14:27] genewalk.deepwalk - Walks for 26500/44205 nodes complete in 277.28s
INFO: [2021-02-06 03:14:27] genewalk.deepwalk - Walks for 26600/44205 nodes complete in 277.70s
INFO: [2021-02-06 03:14:28] genewalk.deepwalk - Walks for 26700/44205 nodes complete in 278.09s
INFO: [2021-02-06 03:14:28] genewalk.deepwalk - Walks for 26800/44205 nodes complete in 278.48s
INFO: [2021-02-06 03:14:28] genewalk.deepwalk - Walks for 26900/44205 nodes complete in 278.86s
INFO: [2021-02-06 03:14:29] genewalk.deepwalk - Walks for 27000/44205 nodes complete in 279.26s
INFO: [2021-02-06 03:14:29] genewalk.deepwalk - Walks for 27100/44205 nodes complete in 279.64s
INFO: [2021-02-06 03:14:29] genewalk.deepwalk - Walks for 27200/44205 nodes complete in 280.02s
INFO: [2021-02-06 03:14:30] genewalk.deepwalk - Walks for 27300/44205 nodes complete in 280.41s
INFO: [2021-02-06 03:14:30] genewalk.deepwalk - Walks for 27400/44205 nodes complete in 280.80s
INFO: [2021-02-06 03:14:31] genewalk.deepwalk - Walks for 27500/44205 nodes complete in 281.19s
INFO: [2021-02-06 03:14:31] genewalk.deepwalk - Walks for 27600/44205 nodes complete in 281.58s
INFO: [2021-02-06 03:14:31] genewalk.deepwalk - Walks for 27700/44205 nodes complete in 281.97s
INFO: [2021-02-06 03:14:33] genewalk.deepwalk - Walks for 27800/44205 nodes complete in 283.99s
INFO: [2021-02-06 03:14:34] genewalk.deepwalk - Walks for 27900/44205 nodes complete in 284.38s
INFO: [2021-02-06 03:14:34] genewalk.deepwalk - Walks for 28000/44205 nodes complete in 284.76s
INFO: [2021-02-06 03:14:35] genewalk.deepwalk - Walks for 28100/44205 nodes complete in 285.14s
INFO: [2021-02-06 03:14:35] genewalk.deepwalk - Walks for 28200/44205 nodes complete in 285.53s
INFO: [2021-02-06 03:14:35] genewalk.deepwalk - Walks for 28300/44205 nodes complete in 285.86s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28400/44205 nodes complete in 286.05s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28500/44205 nodes complete in 286.24s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28600/44205 nodes complete in 286.44s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28700/44205 nodes complete in 286.63s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28800/44205 nodes complete in 286.82s
INFO: [2021-02-06 03:14:36] genewalk.deepwalk - Walks for 28900/44205 nodes complete in 287.01s
INFO: [2021-02-06 03:14:37] genewalk.deepwalk - Walks for 29000/44205 nodes complete in 287.21s
INFO: [2021-02-06 03:14:37] genewalk.deepwalk - Walks for 29100/44205 nodes complete in 287.40s
INFO: [2021-02-06 03:14:37] genewalk.deepwalk - Walks for 29200/44205 nodes complete in 287.59s
INFO: [2021-02-06 03:14:37] genewalk.deepwalk - Walks for 29300/44205 nodes complete in 287.78s
INFO: [2021-02-06 03:14:37] genewalk.deepwalk - Walks for 29400/44205 nodes complete in 287.98s
INFO: [2021-02-06 03:14:38] genewalk.deepwalk - Walks for 29500/44205 nodes complete in 288.17s
INFO: [2021-02-06 03:14:38] genewalk.deepwalk - Walks for 29600/44205 nodes complete in 288.38s
INFO: [2021-02-06 03:14:38] genewalk.deepwalk - Walks for 29700/44205 nodes complete in 288.57s
INFO: [2021-02-06 03:14:38] genewalk.deepwalk - Walks for 29800/44205 nodes complete in 288.76s
INFO: [2021-02-06 03:14:38] genewalk.deepwalk - Walks for 29900/44205 nodes complete in 288.95s
INFO: [2021-02-06 03:14:39] genewalk.deepwalk - Walks for 30000/44205 nodes complete in 289.14s
INFO: [2021-02-06 03:14:39] genewalk.deepwalk - Walks for 30100/44205 nodes complete in 289.33s
INFO: [2021-02-06 03:14:39] genewalk.deepwalk - Walks for 30200/44205 nodes complete in 289.53s
INFO: [2021-02-06 03:14:39] genewalk.deepwalk - Walks for 30300/44205 nodes complete in 289.72s
INFO: [2021-02-06 03:14:39] genewalk.deepwalk - Walks for 30400/44205 nodes complete in 289.91s
INFO: [2021-02-06 03:14:40] genewalk.deepwalk - Walks for 30500/44205 nodes complete in 290.10s
INFO: [2021-02-06 03:14:40] genewalk.deepwalk - Walks for 30600/44205 nodes complete in 290.29s
INFO: [2021-02-06 03:14:40] genewalk.deepwalk - Walks for 30700/44205 nodes complete in 290.48s
INFO: [2021-02-06 03:14:40] genewalk.deepwalk - Walks for 30800/44205 nodes complete in 290.67s
INFO: [2021-02-06 03:14:40] genewalk.deepwalk - Walks for 30900/44205 nodes complete in 290.86s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31000/44205 nodes complete in 291.06s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31100/44205 nodes complete in 291.25s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31200/44205 nodes complete in 291.45s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31300/44205 nodes complete in 291.64s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31400/44205 nodes complete in 291.83s
INFO: [2021-02-06 03:14:41] genewalk.deepwalk - Walks for 31500/44205 nodes complete in 292.02s
INFO: [2021-02-06 03:14:42] genewalk.deepwalk - Walks for 31600/44205 nodes complete in 292.22s
INFO: [2021-02-06 03:14:42] genewalk.deepwalk - Walks for 31700/44205 nodes complete in 292.41s
INFO: [2021-02-06 03:14:42] genewalk.deepwalk - Walks for 31800/44205 nodes complete in 292.60s
INFO: [2021-02-06 03:14:42] genewalk.deepwalk - Walks for 31900/44205 nodes complete in 292.79s
INFO: [2021-02-06 03:14:42] genewalk.deepwalk - Walks for 32000/44205 nodes complete in 292.97s
INFO: [2021-02-06 03:14:43] genewalk.deepwalk - Walks for 32100/44205 nodes complete in 293.16s
INFO: [2021-02-06 03:14:43] genewalk.deepwalk - Walks for 32200/44205 nodes complete in 293.36s
INFO: [2021-02-06 03:14:43] genewalk.deepwalk - Walks for 32300/44205 nodes complete in 293.55s
INFO: [2021-02-06 03:14:43] genewalk.deepwalk - Walks for 32400/44205 nodes complete in 293.73s
INFO: [2021-02-06 03:14:43] genewalk.deepwalk - Walks for 32500/44205 nodes complete in 293.92s
INFO: [2021-02-06 03:14:44] genewalk.deepwalk - Walks for 32600/44205 nodes complete in 294.11s
INFO: [2021-02-06 03:14:44] genewalk.deepwalk - Walks for 32700/44205 nodes complete in 294.30s
INFO: [2021-02-06 03:14:44] genewalk.deepwalk - Walks for 32800/44205 nodes complete in 294.49s
INFO: [2021-02-06 03:14:44] genewalk.deepwalk - Walks for 32900/44205 nodes complete in 294.69s
INFO: [2021-02-06 03:14:44] genewalk.deepwalk - Walks for 33000/44205 nodes complete in 294.88s
INFO: [2021-02-06 03:14:45] genewalk.deepwalk - Walks for 33100/44205 nodes complete in 295.07s
INFO: [2021-02-06 03:14:45] genewalk.deepwalk - Walks for 33200/44205 nodes complete in 295.26s
INFO: [2021-02-06 03:14:45] genewalk.deepwalk - Walks for 33300/44205 nodes complete in 295.47s
INFO: [2021-02-06 03:14:45] genewalk.deepwalk - Walks for 33400/44205 nodes complete in 295.66s
INFO: [2021-02-06 03:14:45] genewalk.deepwalk - Walks for 33500/44205 nodes complete in 295.85s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 33600/44205 nodes complete in 296.05s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 33700/44205 nodes complete in 296.24s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 33800/44205 nodes complete in 296.42s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 33900/44205 nodes complete in 296.61s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 34000/44205 nodes complete in 296.81s
INFO: [2021-02-06 03:14:46] genewalk.deepwalk - Walks for 34100/44205 nodes complete in 296.99s
INFO: [2021-02-06 03:14:47] genewalk.deepwalk - Walks for 34200/44205 nodes complete in 297.19s
INFO: [2021-02-06 03:14:47] genewalk.deepwalk - Walks for 34300/44205 nodes complete in 297.37s
INFO: [2021-02-06 03:14:47] genewalk.deepwalk - Walks for 34400/44205 nodes complete in 297.56s
INFO: [2021-02-06 03:14:47] genewalk.deepwalk - Walks for 34500/44205 nodes complete in 297.76s
INFO: [2021-02-06 03:14:47] genewalk.deepwalk - Walks for 34600/44205 nodes complete in 297.95s
INFO: [2021-02-06 03:14:48] genewalk.deepwalk - Walks for 34700/44205 nodes complete in 298.14s
INFO: [2021-02-06 03:14:48] genewalk.deepwalk - Walks for 34800/44205 nodes complete in 298.34s
INFO: [2021-02-06 03:14:48] genewalk.deepwalk - Walks for 34900/44205 nodes complete in 298.54s
INFO: [2021-02-06 03:14:48] genewalk.deepwalk - Walks for 35000/44205 nodes complete in 298.76s
INFO: [2021-02-06 03:14:48] genewalk.deepwalk - Walks for 35100/44205 nodes complete in 298.97s
INFO: [2021-02-06 03:14:49] genewalk.deepwalk - Walks for 35200/44205 nodes complete in 299.17s
INFO: [2021-02-06 03:14:49] genewalk.deepwalk - Walks for 35300/44205 nodes complete in 299.36s
INFO: [2021-02-06 03:14:49] genewalk.deepwalk - Walks for 35400/44205 nodes complete in 299.56s
INFO: [2021-02-06 03:14:49] genewalk.deepwalk - Walks for 35500/44205 nodes complete in 299.74s
INFO: [2021-02-06 03:14:49] genewalk.deepwalk - Walks for 35600/44205 nodes complete in 299.94s
INFO: [2021-02-06 03:14:50] genewalk.deepwalk - Walks for 35700/44205 nodes complete in 300.13s
INFO: [2021-02-06 03:14:50] genewalk.deepwalk - Walks for 35800/44205 nodes complete in 300.32s
INFO: [2021-02-06 03:14:50] genewalk.deepwalk - Walks for 35900/44205 nodes complete in 300.51s
INFO: [2021-02-06 03:14:50] genewalk.deepwalk - Walks for 36000/44205 nodes complete in 300.70s
INFO: [2021-02-06 03:14:50] genewalk.deepwalk - Walks for 36100/44205 nodes complete in 300.89s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36200/44205 nodes complete in 301.08s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36300/44205 nodes complete in 301.27s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36400/44205 nodes complete in 301.47s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36500/44205 nodes complete in 301.65s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36600/44205 nodes complete in 301.84s
INFO: [2021-02-06 03:14:51] genewalk.deepwalk - Walks for 36700/44205 nodes complete in 302.03s
INFO: [2021-02-06 03:14:52] genewalk.deepwalk - Walks for 36800/44205 nodes complete in 302.23s
INFO: [2021-02-06 03:14:52] genewalk.deepwalk - Walks for 36900/44205 nodes complete in 302.42s
INFO: [2021-02-06 03:14:52] genewalk.deepwalk - Walks for 37000/44205 nodes complete in 302.61s
INFO: [2021-02-06 03:14:52] genewalk.deepwalk - Walks for 37100/44205 nodes complete in 302.80s
INFO: [2021-02-06 03:14:52] genewalk.deepwalk - Walks for 37200/44205 nodes complete in 302.99s
INFO: [2021-02-06 03:14:53] genewalk.deepwalk - Walks for 37300/44205 nodes complete in 303.18s
INFO: [2021-02-06 03:14:53] genewalk.deepwalk - Walks for 37400/44205 nodes complete in 303.38s
INFO: [2021-02-06 03:14:53] genewalk.deepwalk - Walks for 37500/44205 nodes complete in 303.57s
INFO: [2021-02-06 03:14:53] genewalk.deepwalk - Walks for 37600/44205 nodes complete in 303.77s
INFO: [2021-02-06 03:14:53] genewalk.deepwalk - Walks for 37700/44205 nodes complete in 303.95s
INFO: [2021-02-06 03:14:54] genewalk.deepwalk - Walks for 37800/44205 nodes complete in 304.14s
INFO: [2021-02-06 03:14:54] genewalk.deepwalk - Walks for 37900/44205 nodes complete in 304.33s
INFO: [2021-02-06 03:14:54] genewalk.deepwalk - Walks for 38000/44205 nodes complete in 304.52s
INFO: [2021-02-06 03:14:54] genewalk.deepwalk - Walks for 38100/44205 nodes complete in 304.71s
INFO: [2021-02-06 03:14:54] genewalk.deepwalk - Walks for 38200/44205 nodes complete in 304.90s
INFO: [2021-02-06 03:14:55] genewalk.deepwalk - Walks for 38300/44205 nodes complete in 305.09s
INFO: [2021-02-06 03:14:55] genewalk.deepwalk - Walks for 38400/44205 nodes complete in 305.28s
INFO: [2021-02-06 03:14:55] genewalk.deepwalk - Walks for 38500/44205 nodes complete in 305.48s
